Date,Open,High,Low,Close,USD_to_VND,Inflation_Rate,Interest_Rate
3/4/2010,24405.07465,25157.79467,23652.35462,23652.35462,25181.74947,2.054425685,4.921913353
3/5/2010,26253.79739,27365.28122,25142.31355,27365.28122,25187.45821,2.148964784,4.870032344
3/6/2010,26422.2046,27723.04345,25121.36576,27723.04345,25182.40457,1.834826506,4.576737046
3/7/2010,26169.87055,27195.49841,25144.2427,27195.49841,25182.92236,1.964139878,5.038424674
3/8/2010,26188.31765,27226.63417,25150.00113,27226.63417,25189.59843,1.976393017,4.947065049
3/9/2010,25911.73801,26648.96523,25174.5108,26648.96523,25194.90573,2.074227523,4.860731283
3/10/2010,25360.78902,25527.56503,25194.01301,25527.56503,25195.10258,1.930735977,5.279604258
3/11/2010,24972.10699,25191.087,24753.12698,24753.12698,25193.02422,1.879862626,4.951566927
3/12/2010,26723.37137,28340.56806,25106.17468,28340.56806,25198.45671,1.878965135,5.011706346
3/13/2010,24731.39329,25193.52518,24269.2614,24269.2614,25202.32503,2.114941808,5.15917003
3/14/2010,25664.93091,26139.70546,25190.15636,26139.70546,25198.77968,1.925746791,4.702027832
3/15/2010,24181.3981,25153.50602,23209.29018,23209.29018,25194.22221,1.944798252,4.995477989
3/16/2010,24352.20586,25154.97515,23549.43657,23549.43657,25182.3405,2.063449815,5.158509571
3/17/2010,24885.86697,25179.71253,24592.02141,24592.02141,25183.22363,1.930105459,4.981734219
3/18/2010,24170.48055,25142.0594,23198.90171,23198.90171,25182.74949,1.829505158,4.739331483
3/19/2010,26194.12877,27239.08044,25149.1771,27239.08044,25189.26377,1.841829883,4.903504911
3/20/2010,23493.38411,25076.87844,21909.88979,21909.88979,25191.32239,1.99431926,5.037797329
3/21/2010,25323.99632,25449.64085,25198.35179,25449.64085,25198.9721,2.049732843,4.578624422
3/22/2010,25361.90071,25529.93357,25193.86785,25529.93357,25194.97381,1.979775476,4.729467801
3/23/2010,22919.7561,24994.91033,20844.60186,20844.60186,25201.49931,2.04304427,5.394707379
3/24/2010,24642.8106,25186.21393,24099.40728,24099.40728,25198.46681,1.838716247,5.096918046
3/25/2010,25525.14392,25851.48229,25198.80554,25851.48229,25202.9251,1.845469646,5.296694112
3/26/2010,25734.6421,26286.30017,25182.98403,26286.30017,25194.56141,2.225393592,5.17326354
3/27/2010,24938.52425,25193.28026,24683.76823,24683.76823,25195.90954,2.123278427,5.078796729
3/28/2010,26036.88605,26918.0891,25155.683,26918.0891,25184.53047,2.076897189,4.938184152
3/29/2010,25045.3533,25182.24651,24908.46008,24908.46008,25182.99886,1.934027533,5.076242775
3/30/2010,25202.71638,25219.92091,25185.51186,25219.92091,25185.5236,1.976199381,5.289992838
3/31/2010,25499.4008,25820.25194,25178.54965,25820.25194,25182.53666,1.999832268,5.165107785
4/1/2010,26343.445,27564.46319,25122.42682,27564.46319,25176.51405,2.131434611,5.033362061
4/2/2010,24330.59012,25152.62101,23508.55923,23508.55923,25181.36521,2.040278277,4.965530586
4/3/2010,24567.84448,25165.85268,23969.83628,23969.83628,25180.77201,2.05259138,5.099664717
4/4/2010,24335.89247,25149.80212,23521.98281,23521.98281,25177.96509,1.983234506,4.893591479
4/5/2010,24759.99818,25171.25893,24348.73744,24348.73744,25178.2053,2.079266507,5.099694882
4/6/2010,26989.90144,28914.59754,25065.20534,28914.59754,25193.32246,2.030232275,4.860408902
4/7/2010,25921.56806,26663.86498,25179.27114,26663.86498,25199.93599,2.004402273,4.929215823
4/8/2010,23781.0551,25125.98048,22436.12972,22436.12972,25206.60153,1.925691583,4.794458907
4/9/2010,24452.26236,25186.3767,23718.14802,23718.14802,25209.0987,1.988642826,4.912047391
4/10/2010,25679.92731,26158.55907,25201.29555,26158.55907,25210.05323,1.89204673,4.863254468
4/11/2010,24054.28266,25144.55238,22964.01294,22964.01294,25196.31546,1.995986099,5.338383078
4/12/2010,24278.76893,25159.28709,23398.25077,23398.25077,25192.42257,2.008891136,4.821100849
4/13/2010,26883.62155,28691.49089,25075.75222,28691.49089,25189.66723,1.759548162,5.076967059
4/14/2010,24406.71094,25155.23503,23658.18686,23658.18686,25178.91767,1.976966046,4.810623536
4/15/2010,26373.8388,27632.75024,25114.92737,27632.75024,25172.2817,1.88241198,5.009379207
4/16/2010,26740.17933,28418.55769,25061.80097,28418.55769,25160.92471,2.049863933,5.05798308
4/17/2010,24237.98382,25126.86594,23349.10171,23349.10171,25160.70499,2.063715974,4.629779265
4/18/2010,24045.58617,25115.56974,22975.6026,22975.6026,25165.39932,1.957366018,4.720459702
4/19/2010,24824.20862,25166.94664,24481.47059,24481.47059,25171.74494,2.054902209,4.809065362
4/20/2010,23803.86067,25099.5378,22508.18354,22508.18354,25174.12308,2.059106694,4.739352625
4/21/2010,25320.91217,25474.14658,25167.67776,25474.14658,25168.59951,1.977028416,5.01681704
4/22/2010,24898.83752,25154.8622,24642.81284,24642.81284,25157.52215,2.153428698,5.048516042
4/23/2010,25600.83264,26062.39008,25139.27521,26062.39008,25147.44926,1.927492506,4.787385609
4/24/2010,26896.14369,28774.76329,25017.52409,28774.76329,25140.17364,2.14713657,5.024839687
4/25/2010,26162.45484,27231.82553,25093.08414,27231.82553,25135.07742,1.977480057,4.915184277
4/26/2010,25748.99309,26378.86467,25119.12151,26378.86467,25134.16151,1.915667365,4.980104793
4/27/2010,22658.16955,24885.52246,20430.81663,20430.81663,25128.34687,1.964845152,4.874315342
4/28/2010,25687.39873,26256.85751,25117.93994,26256.85751,25130.29037,1.890061077,5.097531346
4/29/2010,27293.35061,29644.16464,24942.53657,29644.16464,25128.95864,2.078455787,5.326985851
4/30/2010,21346.44522,24559.64291,18133.24752,18133.24752,25129.01911,1.839723102,5.154866843
5/1/2010,26001.95735,26898.22213,25105.69258,26898.22213,25135.55666,2.138960855,5.27867817
5/2/2010,24928.56547,25127.1945,24729.93644,24729.93644,25128.78988,1.90641328,4.719435043
5/3/2010,24063.37249,25085.81917,23040.9258,23040.9258,25131.19049,2.083665337,4.86485818
5/4/2010,26137.77292,27184.75877,25090.78707,27184.75877,25131.11038,2.002422586,5.113047167
5/5/2010,27277.37529,29609.18977,24945.56082,29609.18977,25129.19836,2.027081528,5.301658835
5/6/2010,26108.51699,27120.52322,25096.51075,27120.52322,25134.27391,1.940995663,5.130088085
5/7/2010,24672.73814,25130.65423,24214.82204,24214.82204,25139.31368,2.0352808,4.794755183
5/8/2010,23948.23384,25077.95564,22818.51204,22818.51204,25133.88704,2.013497429,4.913068533
5/9/2010,25314.58781,25497.64726,25131.52837,25497.64726,25132.84263,1.854208893,5.066680887
5/10/2010,26231.78665,27377.02618,25086.54713,27377.02618,25134.45494,1.90375,4.967068096
5/11/2010,24646.50163,25123.47678,24169.52647,24169.52647,25132.88968,1.945908789,4.840245508
5/12/2010,24771.28697,25130.94499,24411.62895,24411.62895,25136.24386,1.924500348,4.941949111
5/13/2010,28684.80786,32732.2346,24637.38111,32732.2346,25137.85605,2.125281095,4.997112796
5/14/2010,26504.67945,27934.14565,25075.21324,27934.14565,25148.36292,2.000701418,4.783015739
5/15/2010,26585.27729,28114.10178,25056.4528,28114.10178,25139.58917,1.922132865,5.196901815
5/16/2010,23303.38905,25004.86958,21601.90852,21601.90852,25138.88719,1.950923018,4.912077035
5/17/2010,24244.96571,25102.25397,23387.67745,23387.67745,25133.67835,1.949553692,4.985484755
5/18/2010,25231.00611,25325.22075,25136.79146,25325.22075,25137.14196,1.971195053,5.207010541
5/19/2010,23870.04729,25064.90734,22675.18725,22675.18725,25127.87002,1.89246706,4.975000267
5/20/2010,27140.74322,29312.54183,24968.94462,29312.54183,25129.85558,1.918606889,5.196071766
5/21/2010,26898.03574,28794.76728,25001.3042,28794.76728,25126.24324,2.076660691,4.794159828
5/22/2010,24451.84676,25104.15521,23799.53832,23799.53832,25122.03397,2.01853431,5.086591183
5/23/2010,27353.78403,29793.63024,24913.93781,29793.63024,25113.74057,1.984766245,5.167864471
5/24/2010,25105.73535,25111.07295,25100.39775,25100.39775,25111.07409,2.000262282,4.8340264
5/25/2010,28369.21488,32042.16255,24696.26722,32042.16255,25117.292,1.995443924,4.964326082
5/26/2010,25298.85273,25481.87238,25115.83307,25481.87238,25117.14758,1.97908689,4.968464883
5/27/2010,25844.46594,26589.03564,25099.89624,26589.03564,25120.74634,2.051710484,5.041927843
5/28/2010,26889.28946,28771.4099,25007.16902,28771.4099,25130.29045,2.044315999,5.094960323
5/29/2010,26737.26414,28445.28516,25029.24312,28445.28516,25131.80268,1.842823703,4.81775876
5/30/2010,25770.2979,26428.38377,25112.21203,26428.38377,25128.59884,1.986843781,4.987989028
5/31/2010,24953.92597,25130.02622,24777.82572,24777.82572,25131.2778,1.84941806,5.318263635
6/1/2010,25774.11748,26436.68331,25111.55165,26436.68331,25128.15711,2.06355772,5.210775358
6/2/2010,24099.92286,25083.42164,23116.42408,23116.42408,25125.26504,2.076766656,5.158768769
6/3/2010,25307.60455,25500.11155,25115.09755,25500.11155,25116.55084,1.93892211,4.96144408
6/4/2010,23728.46797,25044.57638,22412.35955,22412.35955,25121.86147,1.988324104,5.425766165
6/5/2010,22882.89233,24920.47847,20845.30619,20845.30619,25119.64835,1.78885597,5.205962838
6/6/2010,25184.03016,25247.52762,25120.53271,25247.52762,25120.6924,2.097278981,5.007483774
6/7/2010,26699.84264,28384.9737,25014.71159,28384.9737,25114.75278,2.070967374,5.044082143
6/8/2010,26279.9357,27496.44002,25063.43137,27496.44002,25117.25226,2.115008526,4.908230069
6/9/2010,25010.03103,25112.46248,24907.59957,24907.59957,25112.88372,2.148654414,5.078674338
6/10/2010,27305.59773,29690.72763,24920.46784,29690.72763,25112.07125,1.877589071,5.118615007
6/11/2010,24402.44549,25096.76997,23708.12101,23708.12101,25117.1042,2.08880442,5.140521617
6/12/2010,22712.68308,24890.63935,20534.7268,20534.7268,25121.63797,2.147930444,4.963863222
6/13/2010,22380.6275,24822.46731,19938.78769,19938.78769,25121.51166,1.850542213,4.705260132
6/14/2010,23628.30781,25023.78497,22232.83066,22232.83066,25111.3742,1.982878879,5.048357669
6/15/2010,26154.56238,27222.48551,25086.63924,27222.48551,25128.53327,1.963659802,5.141358701
6/16/2010,24340.64231,25113.21756,23568.06705,23568.06705,25138.54304,2.085546186,4.804289332
6/17/2010,25722.17337,26315.01628,25129.33047,26315.01628,25142.68644,1.760605893,4.981833484
6/18/2010,27207.61188,29447.18384,24968.03991,29447.18384,25138.368,2.18159577,5.268293165
6/19/2010,23755.02044,25061.66173,22448.37915,22448.37915,25137.71673,1.988746294,4.759304988
6/20/2010,25735.94606,26351.67822,25120.21389,26351.67822,25134.60106,2.09160944,4.94325313
6/21/2010,25819.37366,26515.15811,25123.58921,26515.15811,25141.8473,1.993976276,5.29742783
6/22/2010,24061.26041,25096.78246,23025.73837,23025.73837,25143.35234,2.049212505,5.031543071
6/23/2010,26841.02209,28658.44235,25023.60182,28658.44235,25138.85639,1.767858174,4.894797634
6/24/2010,24774.56486,25130.95571,24418.174,24418.174,25136.15735,1.961511763,4.998593681
6/25/2010,24660.15849,25133.32896,24186.98803,24186.98803,25142.5856,2.084776121,5.165183426
6/26/2010,27807.29906,30743.21207,24871.38605,30743.21207,25151.75965,2.028873235,4.959298893
6/27/2010,25818.17645,26493.02065,25143.33225,26493.02065,25160.52224,1.836315891,5.119516423
6/28/2010,26329.10311,27547.20662,25110.99959,27547.20662,25164.86263,2.006142489,5.046998032
6/29/2010,26868.10082,28688.27082,25047.93083,28688.27082,25163.41422,1.918125767,5.063415682
6/30/2010,24327.02634,25118.23125,23535.82144,23535.82144,25144.82922,1.909458075,5.132308302
7/1/2010,26717.96634,28387.60024,25048.33244,28387.60024,25146.53297,1.847930573,4.941034383
7/2/2010,24515.4779,25130.68661,23900.2692,23900.2692,25146.52249,2.061870262,4.811097849
7/3/2010,24462.53399,25128.6774,23796.39058,23796.39058,25147.32506,2.111301444,5.094879121
7/4/2010,24805.62629,25142.98277,24468.26981,24468.26981,25147.63408,2.212014313,4.973519177
7/5/2010,24358.09361,25115.70929,23600.47794,23600.47794,25140.03005,1.852595161,4.910377755
7/6/2010,26176.80916,27252.88076,25100.73755,27252.88076,25143.22591,2.076737216,5.105277058
7/7/2010,25482.826,25823.29013,25142.36187,25823.29013,25146.85068,2.083317137,5.255469416
7/8/2010,24533.02938,25135.59053,23930.46823,23930.46823,25150.76282,1.941949532,4.969084323
7/9/2010,26004.58879,26881.60009,25127.57749,26881.60009,25156.18996,1.908242161,5.001689908
7/10/2010,24813.47851,25154.89018,24472.06684,24472.06684,25159.65325,1.891425768,4.763646556
7/11/2010,24744.63409,25150.53316,24338.73503,24338.73503,25157.30237,1.947264676,4.955461078
7/12/2010,25218.133,25279.51884,25156.74717,25279.51884,25156.89623,2.02026216,5.044258089
7/13/2010,25740.392,26336.87456,25143.90944,26336.87456,25157.41869,2.136011201,4.99591118
7/14/2010,25648.42624,26148.37517,25148.47731,26148.37517,25158.03618,2.110533834,4.927568833
7/15/2010,24706.72364,25155.4585,24257.98878,24257.98878,25163.75939,1.838458306,5.145168334
7/16/2010,26233.43126,27344.56294,25122.29958,27344.56294,25167.44982,1.921115675,5.011601536
7/17/2010,24899.37301,25176.24675,24622.49926,24622.49926,25179.36013,2.129964037,5.517760624
7/18/2010,24366.99195,25164.99204,23568.99186,23568.99186,25192.01077,1.926890717,5.041543853
7/19/2010,23343.31305,25056.7375,21629.88861,21629.88861,25192.46743,1.994308584,4.450699429
7/20/2010,26407.82346,27706.00365,25109.64328,27706.00365,25170.47023,1.829471107,4.777593678
7/21/2010,25193.15912,25208.76638,25177.55186,25208.76638,25177.56152,2.115303342,5.106423856
7/22/2010,25439.89323,25708.12175,25171.66472,25708.12175,25174.46331,1.808725179,4.87133804
7/23/2010,26486.00413,27870.96115,25101.04711,27870.96115,25169.86806,1.835718942,4.883753946
7/24/2010,24566.82554,25153.24332,23980.40776,23980.40776,25167.5836,2.105081706,4.752154031
7/25/2010,23435.68338,25046.18266,21825.1841,21825.1841,25165.0228,2.192006168,4.904653506
7/26/2010,25256.34711,25344.46739,25168.22682,25344.46739,25168.53321,1.970938892,5.038785551
7/27/2010,25547.00165,25940.37636,25153.62693,25940.37636,25159.59229,1.995313719,5.077167143
7/28/2010,24822.83569,25149.06865,24496.60274,24496.60274,25153.41325,2.090827956,4.79602087
7/29/2010,27009.00222,28999.2113,25018.79315,28999.2113,25155.38073,2.028944781,5.161081223
7/30/2010,22031.48503,24770.1821,19292.78795,19292.78795,25158.95234,1.962678182,4.761726182
7/31/2010,26571.80914,28059.9057,25083.71258,28059.9057,25162.63057,1.951454638,5.087591222
8/1/2010,26153.315,27187.87954,25118.75047,27187.87954,25158.11815,1.843320204,5.067409355
8/2/2010,25726.9559,26314.52198,25139.38981,26314.52198,25152.50933,2.023294177,4.813128363
8/3/2010,20954.77433,24449.92754,17459.62113,17459.62113,25149.60458,1.990808318,4.789336895
8/4/2010,26765.53292,28483.73129,25047.33454,28483.73129,25150.97987,1.956215382,5.076458088
8/5/2010,23868.26847,25093.22872,22643.30823,22643.30823,25159.49675,1.89981852,4.888023496
8/6/2010,24509.39217,25131.55326,23887.23108,23887.23108,25147.75791,1.909946915,4.961900131
8/7/2010,24932.00202,25144.66286,24719.34119,24719.34119,25146.49238,2.061837692,5.137467164
8/8/2010,25650.95264,26173.48567,25128.4196,26173.48567,25138.85156,2.088166365,5.095827432
8/9/2010,25932.80001,26761.90798,25103.69203,26761.90798,25129.37854,1.967288384,4.816811097
8/10/2010,26256.99643,27429.16199,25084.83087,27429.16199,25134.92252,1.956752043,4.989284162
8/11/2010,26163.4932,27230.77209,25096.21432,27230.77209,25138.04509,1.914635195,4.81305696
8/12/2010,25458.55924,25780.51735,25136.60113,25780.51735,25140.62188,2.093682004,5.17398779
8/13/2010,25668.84005,26202.65266,25135.02744,26202.65266,25145.90252,2.003099577,5.307303373
8/14/2010,23771.90276,25068.36732,22475.4382,22475.4382,25143.15209,2.036790098,4.830980937
8/15/2010,24196.60567,25105.22065,23287.9907,23287.9907,25140.67159,2.035847013,4.993766579
8/16/2010,26279.38798,27455.99531,25102.78065,27455.99531,25153.20333,1.969229838,5.183492202
8/17/2010,26204.65547,27301.59478,25107.71616,27301.59478,25151.78963,1.88346399,5.004842202
8/18/2010,26066.39952,27009.74176,25123.05729,27009.74176,25156.00446,1.900386684,5.112301057
8/19/2010,24509.00659,25139.39878,23878.6144,23878.6144,25156.04105,2.112788553,5.010321266
8/20/2010,26290.18064,27487.03077,25093.33051,27487.03077,25145.44418,1.927431569,4.788639258
8/21/2010,23674.40171,25048.99009,22299.81333,22299.81333,25133.72144,1.958963768,5.023785003
8/22/2010,26484.12612,27910.77278,25057.47947,27910.77278,25130.40188,1.886560946,5.225456728
8/23/2010,24808.58858,25132.1804,24484.99676,24484.99676,25136.45696,1.878393348,5.062858414
8/24/2010,27258.06101,29553.422,24962.70003,29553.422,25140.97658,1.9230835,5.324734857
8/25/2010,23233.2917,25000.69709,21465.8863,21465.8863,25146.21737,2.168840718,4.645699228
8/26/2010,27357.20632,29769.29673,24945.1159,29769.29673,25140.55821,2.065803739,5.07580949
8/27/2010,24695.28452,25141.60774,24248.96129,24248.96129,25149.82271,1.947321113,4.870398403
8/28/2010,24667.20372,25135.23833,24199.16912,24199.16912,25144.29056,2.108287679,4.824873768
8/29/2010,25390.47685,25637.82938,25143.12433,25637.82938,25145.51077,1.984770113,5.266883722
8/30/2010,24269.03322,25114.90479,23423.16166,23423.16166,25145.45142,2.135434005,4.948999004
8/31/2010,25053.52086,25144.12567,24962.91605,24962.91605,25144.45452,2.221173035,4.929690948
9/1/2010,24224.48569,25117.91654,23331.05485,23331.05485,25152.12925,2.102816174,5.068715177
9/2/2010,24266.56623,25117.18646,23415.946,23415.946,25148.08655,2.009455096,4.569496309
9/3/2010,25752.37281,26379.29623,25125.44938,26379.29623,25140.34868,2.069930987,5.270973188
9/4/2010,24007.17461,25089.37662,22924.97259,22924.97259,25140.46332,2.001507122,5.380886063
9/5/2010,24172.62104,25101.08445,23244.15764,23244.15764,25138.17094,1.816400164,5.183022689
9/6/2010,23430.73274,25039.00799,21822.4575,21822.4575,25157.53494,1.934537459,5.082397948
9/7/2010,24527.43323,25145.43954,23909.42692,23909.42692,25161.41364,1.90484084,4.956684915
9/8/2010,26809.00087,28567.13786,25050.86387,28567.13786,25159.06672,1.932320896,4.784957536
9/9/2010,24089.12264,25108.0126,23070.23268,23070.23268,25153.01157,2.179367143,5.238812763
9/10/2010,24222.48644,25108.58528,23336.3876,23336.3876,25142.23107,2.112214974,5.183268325
9/11/2010,25380.07757,25626.16527,25133.98987,25626.16527,25136.35305,2.04408848,5.090023251
9/12/2010,24670.97634,25128.37184,24213.58083,24213.58083,25137.01206,2.081234295,5.066725778
9/13/2010,27946.5645,31060.02757,24833.10142,31060.02757,25145.19555,1.810788651,5.060118483
9/14/2010,24947.23454,25149.9657,24744.50338,24744.50338,25151.62668,2.072818371,4.894812656
9/15/2010,25574.52653,26003.17905,25145.874,26003.17905,25152.94018,2.093962432,5.500233766
9/16/2010,26337.92787,27580.77358,25095.08216,27580.77358,25151.08732,1.776025281,4.942875292
9/17/2010,26315.40671,27531.93884,25098.87459,27531.93884,25152.62853,2.076523675,4.914659161
9/18/2010,25443.01007,25739.78698,25146.23315,25739.78698,25149.65496,1.857592636,5.224121262
9/19/2010,24956.81267,25157.8741,24755.75125,24755.75125,25159.50708,1.802999464,4.994158846
9/20/2010,27704.49061,30508.22459,24900.75663,30508.22459,25158.42237,2.132631822,4.996201097
9/21/2010,25032.43927,25157.30142,24907.57712,24907.57712,25157.92736,1.899295095,5.282913874
9/22/2010,24589.90328,25132.95913,24046.84743,24046.84743,25145.22309,1.928405326,5.135723049
9/23/2010,24332.13792,25117.88225,23546.39359,23546.39359,25144.10258,2.098960454,5.145883709
9/24/2010,22977.53858,24961.42294,20993.65422,20993.65422,25148.89851,1.969476173,4.716457901
9/25/2010,26175.66186,27250.97867,25100.34506,27250.97867,25142.77679,1.981983463,5.080108036
9/26/2010,22187.12994,24791.97487,19582.285,19582.285,25138.47259,1.979791309,4.798878413
9/27/2010,25135.82307,25143.01548,25128.63065,25128.63065,25143.01754,2.034759877,4.909001199
9/28/2010,24877.09722,25131.91412,24622.28033,24622.28033,25134.55123,1.977366558,5.035128254
9/29/2010,27956.3213,31087.38063,24825.26197,31087.38063,25140.61606,2.011412607,4.99275804
9/30/2010,22835.40245,24926.7271,20744.0778,20744.0778,25137.56505,1.949644187,5.130843661
10/1/2010,24002.86047,25084.31329,22921.40765,22921.40765,25135.33722,2.035181959,5.15413993
10/2/2010,24957.89587,25127.72993,24788.06181,24788.06181,25128.89354,2.031384303,5.169126768
10/3/2010,24882.85495,25128.60964,24637.10026,24637.10026,25131.06104,2.189788584,4.731159811
10/4/2010,24454.24509,25126.18,23782.31018,23782.31018,25145.16455,1.961874905,5.472531652
10/5/2010,25047.80435,25149.23282,24946.37588,24946.37588,25149.64521,1.981583448,4.995084226
10/6/2010,23561.12418,25044.95987,22077.28849,22077.28849,25144.68989,2.023882433,5.242586671
10/7/2010,25600.39238,26057.60628,25143.17849,26057.60628,25151.20089,2.096443564,4.49713743
10/8/2010,22230.18877,24810.54164,19649.8359,19649.8359,25149.38523,1.890841485,4.94693424
10/9/2010,25124.85142,25157.22398,25092.47886,25092.47886,25157.26575,2.010357652,4.70786358
10/10/2010,24406.58529,25139.21814,23673.95245,23673.95245,25161.89077,1.749217396,4.827726926
10/11/2010,26422.74532,27765.4012,25080.08945,27765.4012,25145.01647,1.972846808,5.01011115
